text,favorite_count,retweet_count,created_at,lang,user.screen_name,user.name,user.time_zone,user.followers_count,user.statuses_count,_id
I'm grateful for the teachers who helped spark my sense of curiosity. The #62MillionGirls who aren't in school should have that same chance.,14918,8482,Sat Sep 26 23:15:51 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,647912497450606592
"Nearly 12 million people have been displaced by the conflict in Syria. As Americans, we can't sit idly by. That's not who we are.",8545,4299,Mon Sep 28 16:58:34 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,648542324167974917
We've provided more than $4.5 billion in humanitarian aid to help meet the needs of those impacted by the Syrian conflict.,2464,1318,Mon Sep 28 17:00:08 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,648542721125294080
"We're also increasing the number of Syrian and other refugees we admit to the U.S. to 100,000 per year for the next two years.",4078,3690,Mon Sep 28 17:01:48 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,648543139196743680
But this isn't just about what I can do as President. Every single one of us - from citizens to NGOs - can help refugees find safe haven.,3944,1745,Mon Sep 28 17:03:09 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,648543480277544960
We have a moral responsibility to do what we can for families forced from their homes. Find out how you can help at http://t.co/J8A6mTD6D4.,4793,2680,Mon Sep 28 17:05:17 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,648544017806938112
"Thanks, Zack. https://t.co/gOGzWmYdxQ",14836,10866,Fri Oct 02 00:52:38 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,649748792099622912
Congrats @Cubs - even @whitesox fans are rooting for you!,18973,10067,Wed Oct 14 00:39:33 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,654094154176315392
Congrats @HokuleaWWV on reaching Africa—midpoint of worldwide voyage to spread message of caring for the one planet we've got. #MalamaHonua,2544,1120,Fri Oct 16 15:36:52 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,655044746759438336
I just met with CEOs of some of our biggest companies who are stepping up to #ActOnClimate. It's good for the planet - and the bottom line.,6315,2290,Mon Oct 19 17:03:03 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656153597932118018
I got a chance to catch up with the @Space_Station crew today. Nothing like a call to space on #AstronomyNight! https://t.co/JVLzYDQ8Jo,10116,4489,Tue Oct 20 00:20:17 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656263630741073920
"RT @FactsOnClimate: Climate change threatens us all, and it will take all of us to solve it. Get the facts on how we can: https://t.co/D0uI…",0,892,Tue Oct 20 19:03:46 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656546367083532292
Heading to West Virginia today to talk about the epidemic of prescription drug abuse in America and what we can do to help. The facts:,5359,2401,Wed Oct 21 17:46:38 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656889342200188928
120 Americans die every day from drug overdoses - most involving legal prescription drugs. That's more than from car crashes.,3028,3188,Wed Oct 21 17:48:30 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656889814201991168
"Sales of powerful painkillers have skyrocketed. In 2012, enough prescriptions were written to give every American adult a bottle of pills.",1842,1595,Wed Oct 21 17:52:04 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656890709555843072
4 in 5 heroin users started out by misusing prescription opioids. Heroin-related deaths nearly quadrupled between 2002 and 2013.,2196,2061,Wed Oct 21 17:55:13 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656891501520130048
With no other disease do we expect people to wait until they're a danger to themselves or others to self-diagnose and seek treatment.,1881,1243,Wed Oct 21 17:58:32 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656892337939845120
Communities are showing that we should approach substance use disorders as an opportunity to intervene rather than a race to incarcerate.,4019,2456,Wed Oct 21 18:01:44 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656893143015526404
So I'm eager to hear from folks in Charleston today on actions we can take to put recovery within reach for anyone who needs it.,2520,1010,Wed Oct 21 18:05:18 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656894040319791104
"Happy Back to the Future Day, @RealMikeFox! Ever think about the fact that we live in the future we dreamed of then? That's heavy, man.",32560,19920,Wed Oct 21 20:13:50 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,656926385882185728
Our thoughts are with the Mexican people as they brace for Hurricane Patricia. USAID disaster experts are on the ground and ready to help.,24506,20317,Fri Oct 23 19:33:37 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,657641041361817600
Good to be home for a night. Even better to see the @chicagobulls start the season off right! #SeeRed,19053,10363,Wed Oct 28 02:35:38 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,659196797701763072
Who knew community policing could involve the Nae Nae? Great example of police having fun while keeping us safe: https://t.co/ZGeTDm6OYw,7454,4863,Thu Oct 29 16:55:03 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,659775465352249344
"Every American deserves quality, affordable health care. If you or a friend needs coverage, go to https://t.co/PJ7xIL6FjY and sign up now.",5466,2907,Sun Nov 01 17:10:25 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,660866496474832896
I just launched my Facebook page with a video on climate change. America will lead on this. The time to act is now. https://t.co/WG5y1FbhIA,6629,3144,Mon Nov 09 20:20:51 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,663813521289953281
"Today, we honor the incredible men and women who have served our country. Their sacrifice and selflessness is second to none.",18189,10839,Wed Nov 11 15:35:20 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,664466446102216704
"This is an American hero: Capt. Groberg put it all on the line for his team. On his worst day, he gave us his best. https://t.co/WdWAPswJpE",11966,4027,Thu Nov 12 17:13:00 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,664853410135613440
"Protecting the American people is my top priority. With our 65 global partners, we're leading the campaign to degrade and destroy ISIL.",14926,6508,Wed Nov 18 16:37:04 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,667018696137773056
We also win this fight with our values. America can ensure our own security while welcoming refugees desperately seeking safety from ISIL.,8053,4661,Wed Nov 18 16:39:48 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,667019384225996800
"We will provide refuge to at least 10,000 refugees fleeing violence in Syria over the next year after they pass the highest security checks.",12414,7687,Wed Nov 18 16:41:48 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,667019888234528768
"Here, our focus is giving safe haven to the most vulnerable Syrians – women, children, and survivors of torture.",9339,5581,Wed Nov 18 16:44:01 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,667020445066096640
Welcoming the world’s vulnerable who seek the safety of America is not new to us. We've safely welcomed 3 million refugees since 1975.,17755,10346,Wed Nov 18 16:46:31 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,667021076094976002
Slamming the door in the face of refugees would betray our deepest values. That's not who we are. And it's not what we're going to do.,64443,48349,Wed Nov 18 16:49:20 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,667021784726769665
"Happy Thanksgiving, everyone! Today, we give thanks for all of our loved ones and the brave men and women in uniform who serve our country.",21451,8149,Thu Nov 26 17:01:27 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,669923936574922752
Enjoyed stopping by Upshur Street Books today. Celebrate Small Business Saturday by supporting a business near you. https://t.co/udTcIhxtOC,6585,1902,Sat Nov 28 23:24:25 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,670745089975721984
Good news: the world now adds more clean power capacity each year than dirtier fossil-fuel based power capacity. https://t.co/nrNiwDAKuN,6522,3847,Sun Nov 29 22:31:55 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,671094262826704896
"Addressing climate change takes all of us, especially the private sector going all-in on clean energy worldwide. https://t.co/qQ6wCZUR1Z",5573,2962,Mon Nov 30 16:31:40 +0000 2015,en,POTUS,President Obama,Atlantic Time (Canada),5306499,171,671365993399255040
